x1,y1,x2,y2,x3,y3,x4,y4,p1,p2,p3,p4,p5,p6,lesion_type,dist
-0.34257326079448225,0.3243259488739387,-0.5050734975993344,-0.2710939178209868,0.43158118559500985,-0.23646761121482623,0.41606557279880674,0.1832355801618744,0.5577028066067542,1.5730994808647472,0.303379917839804,-0.30337991784195983,-1.570796326789432,-1.349967557059072,0,0
-0.3540350529314995,0.4187012575567016,-0.3668526536777673,-0.3390103295135514,0.2704111529757175,-0.3319181657205818,0.45047655363354927,0.25222723767743155,0.6192998108307296,1.0786811515864225,0.2820977579942779,0.7232772384135334,0.8194758749903248,1.0346503047880173,0,0
-0.48484714878223517,0.12210972645316724,-0.48349671750594114,-0.12246501074706136,0.48487470860420034,-0.12710104762051883,0.48346915768397597,0.12745633191441297,0.24684985489403785,3.809443117139587,8.945662391069016e-07,-0.0,-1.5604874136434992,-1.570796326789742,0,0
-0.46011503983574376,0.2503783391995988,-0.4000414935640227,-0.26185282118589515,0.41912346340087675,-0.2460208398766003,0.4410330699988898,0.25749532186289664,0.4680095974545457,1.7351522709689795,0.16023068427869203,0.160230684279653,1.5079859741470605,1.5194130246619906,0,0
-0.3519641904173744,0.35583025050061107,-0.47616126523226576,-0.26836608299184767,0.33542820720765915,-0.2578214171793464,0.49269724844198104,0.17035724967058305,0.6047579319084181,1.552169504510478,0.15559482797786497,0.15559482797853066,1.2058035146072854,1.434947585540167,0,0
-0.3912055133199733,0.3182370519192602,-0.3996491074504864,-0.2969691322786245,0.37196430190782614,-0.3137186403866319,0.41889031886263356,0.29245072074599615,0.5172806498353755,1.295248126219763,0.06353598603937387,-0.24672082164481068,-1.3160957477429136,-1.3059789968838451,0,0
-0.44839667316695103,0.28096354760388476,-0.37812459496061246,-0.32995047520526305,0.4517051968641346,-0.22292303859861917,0.37481607126342886,0.2719099661999975,0.5498848543587274,1.4733691426694937,0.039626822255429184,0.282123732144653,1.2749299577668607,1.4141944498180163,0,0
-0.3179525454311644,-0.2634517506978054,-0.4663560778921834,0.14058971142164736,0.30013434289324903,0.42211994211975695,0.4841742804300989,-0.299257902843599,0.6856915414587745,1.3176594831111939,0.10220671810847246,0.0,-1.5707963267871448,-1.174185924680216,0,0
-0.44984999310534546,0.17865581114113546,-0.4612941679562657,-0.14421100007207704,0.3921348961428335,-0.25002526909842376,0.5190092649187777,0.21558045802936532,0.4564348926696524,2.105436801480734,0.23060345242353453,0.13335025417315946,1.5253730473778557,1.3639223778190952,0,0
-0.4620305629869501,0.24770271762175403,-0.38125957277988826,-0.30005056652549594,0.4649887497354415,-0.2278785244085524,0.37830138603139685,0.2802263733122944,0.5379279299570809,1.597546359470237,0.02257852164669647,-0.21256680956453816,-1.296904699688102,-1.2505099001909947,0,0
-0.8515925680726577,-0.01255538443171798,0.3058425456440426,-0.05711402535128981,0.20892676322524067,0.1304996724747724,0.3368232592033744,-0.06083026269176458,0.22737952318360966,6.211342863005801,2.198518499766806,0.3827435098500748,-1.4382447945637247,-0.38486364800725764,0,0
-0.4027783880162353,0.35605922184967725,-0.3466058494264275,-0.20654283429586698,0.12991933933343042,-0.3359118589161988,0.6194648981092323,0.1863954713623885,0.7073627915059005,1.4772919194745031,0.8525458406463261,0.31122462736695533,-1.5174119832965494,1.5235587660095167,0,0
-0.3792847522678685,0.3381922132604656,-0.39466914670691267,-0.30852159869608486,0.357730665505865,-0.3223792956446974,0.4162232334689161,0.29270868108031667,0.5356524031324463,1.2275618449239643,0.07102706644637904,-0.17623469773746395,-1.3999297955529362,-1.3612324341297892,0,0
-0.5029380373200737,-0.23079466584997313,-0.398546664300634,0.24868609506907366,0.42613841601029484,0.17187856869171758,0.4753462856104129,-0.1897699979108181,0.46906851155388424,2.0402994294397883,0.34960712379075504,-0.3496071237870495,-1.3426936985093059,-1.4774721474919819,0,0
-0.429394674326123,0.28426019391054935,-0.40266619662353237,-0.2550509754625767,0.35936378084146653,-0.29264582436306685,0.47269709010818894,0.2634366059150942,0.5204221679372198,1.5636719601813305,0.2505730103591014,-0.0,-1.4719812805795505,-1.4981968730607849,0,0
-0.31590949291209974,0.36621106974709483,-0.452150850628495,-0.2570251345714206,0.3160366213863618,-0.35907856452931197,0.4520237221542331,0.24989262935363782,0.6557884452156113,1.2466393149059518,0.004484274879181343,-0.0,1.4876550949100535,1.505905611724893,0,0
-0.48632914813633354,-0.24119207044470176,-0.4476033114951274,0.25016456587885216,0.45661931630313785,0.050331726947081885,0.477313143328323,-0.059304222381232334,0.47349203495319536,1.961187089432342,0.26520711745413367,-0.265207117448702,-1.1667371797786736,-1.5707963267889087,0,0
-0.4304310158725832,0.2641772166676338,-0.4096143034575282,-0.25869627071072077,0.4020787587754305,-0.28268229183125726,0.4379665605546809,0.27720134587434425,0.48620159406482477,1.551032246603866,0.10380223468790595,0.06933313368852853,-1.5707963267919205,1.5262575556114426,0,0
-0.5729490425209278,0.1032993530618008,0.4813673994591363,0.08973981662324977,0.491274968554151,-0.06865454676279655,-0.39969332549235953,-0.12438462292225401,0.24230675417927275,4.674127840905276,0.07532889082895608,0.07532889082881208,-1.5707963267532299,-0.9827937232280983,0,0
-0.215897440073591,0.4831404721586613,-0.4701497031435522,-0.25141568407535225,0.22061402932168298,-0.3837861404853289,0.46543311389546016,0.15206135240201976,0.811081642423553,1.0791949438322483,0.09533883515706171,-0.47276589732109625,-1.241920002264713,-0.9789252705851145,0,0
-0.26338591025220415,0.3806079700672842,-0.5311375146320018,-0.24814423360943566,0.35308978786187784,-0.304741239484554,0.4414336370223281,0.17227750302670541,0.6665508700192159,1.4190884560738184,0.2194618936207654,-0.11519028169362767,1.3473197256604381,-1.570796326787263,0,0
0.438644592830476,0.08749011636325658,-0.4345194312363359,0.27985855013940614,-0.47652076225556284,-0.2705831784160192,0.4723956006614228,-0.09676548808664352,0.5223231630585529,1.723917925712707,0.3980143156290936,0.39801431562479167,1.3134726118402156,-1.5707963267448966,0,0
-0.6272336979314774,0.11340077490564307,-0.25063128023833237,-0.23510291602597364,0.5903607858671638,-0.07523439709574178,0.2875041923026459,0.19693653821607235,0.5260488562684906,2.818248360985327,0.014581425580105818,0.7789466400108894,1.4281258771453957,1.5249101915910523,0,0
-0.4963049309430491,0.17981022435547214,-0.2806883898430649,-0.3296680069198157,0.48525717000550417,-0.24293078809544735,0.2917361507806097,0.39278857065979084,0.7091359961331402,1.3586451164124065,0.10485378468722464,0.010308913146349553,-1.2935129275954118,-1.4447082317233753,0,0
-0.3929971650080908,0.29119398309182426,-0.4212922868417921,-0.25545711962721,0.3718610900930085,-0.32064861129243616,0.4424283617568744,0.2849117478278219,0.5284610824618643,1.4116713294011318,0.06429425739199676,0.03029375991900446,-1.5707963267896883,1.4963075365859624,0,0
-0.3973942242640716,0.23111621049291178,-0.4934168639329199,-0.20900112018105677,0.44853427744308433,-0.23962388556591752,0.4422768107539071,0.21750879525406253,0.4434141707740641,2.0010004443264737,0.22849663929242228,-0.0,1.388485829494995,1.3721915776975895,0,0
-0.4727603551286528,0.13341687754653647,0.5061105732914412,0.1529779797048373,0.45062713672560967,-0.16366087413333036,-0.4839773548883981,-0.12273398311804345,0.3135003067778704,3.126868090186644,0.06374331253351058,-0.06374331253313792,1.44109378966036,-1.5707963267678695,0,0
-0.09321059266869008,0.4847285384329134,-0.4974372324360624,-0.08206920318756279,0.05099749857927307,-0.4535997463151741,0.5396503265254794,0.05094041106982348,0.9731285903339646,1.1052502368507076,0.1498889127618164,-0.8094898868285353,-0.7853981633911191,-0.7799337369075261,0,0
-0.36842490891193785,0.29352091800560887,-0.4394101098360437,-0.26993262989765465,0.40546533690007697,-0.3164102827523214,0.4023696818479045,0.2928219946443673,0.5153158957186549,1.385197946401557,0.13040330788960316,-0.1304033078901902,-1.5107592747940146,-1.5648083744049957,0,0
-0.27462456784814926,0.37481677806287733,-0.4790546608330927,-0.2198316122959324,0.2869105981948912,-0.3889998678863155,0.46676863048635076,0.23401470211937062,0.7224355740362437,1.238285780148286,0.05007715922479349,-0.16891750379271336,-1.5156376108606016,-1.5453241302778087,0,0
-0.4493054134501511,0.2126872792057871,-0.4486661167202535,-0.22038153886738604,0.46417501941437617,-0.21903400164260198,0.43379651075602854,0.22672826130420093,0.40842605379871355,2.0430785290636924,0.06656816377722119,-0.0,-1.5707963267902454,1.5563742498727182,0,0
-0.29047117512322845,0.38731540310158125,-0.4514787181345579,-0.24463235776673972,0.2843542029775719,-0.3887567848404963,0.45759569028021446,0.24607373950565475,0.7055073651406022,1.1713786713905814,0.016935052422943245,-0.23590861706956423,-1.3909428269984183,-1.3977478795451812,0,0
-0.5193787220548595,0.14286113575200796,-0.19164524148188825,-0.39278429008926846,0.5002927741472109,-0.18560061971175418,0.21073118938953686,0.43552377404901477,0.8446021230761236,1.2310292997845782,0.11285046867950435,0.08401231180837476,-1.3966523897464975,-1.4869596847181377,0,0
-0.5058042733769833,0.12944546003995588,-0.22223654996621925,-0.37374608291891526,0.5412186721209592,-0.1784067770323287,0.18682215122224335,0.4227073999112881,0.8339050715449745,1.3146065251385914,0.019534290044565642,0.23996617378110216,-1.5480729659456838,1.4434885849319135,0,0
-0.5042484295237698,-0.29586311862309705,0.389083164536184,-0.2858251797839154,0.3943155679277066,0.18471569627052895,-0.2791503029401207,0.3969726021364835,0.6225572348229036,1.296936590489804,0.3165524205797839,1.060308004888271,0.5328438876306082,0.8358603374248883,0,0
-0.26029952677204643,0.4290704558413332,-0.44875318084775967,-0.2445000536164594,0.2466833929909061,-0.40478464956818616,0.4623693146289,0.22021424734331238,0.7597441445066744,1.0926628494157784,0.05949362646051419,0.12102721980974486,1.403486269464969,1.4583025603988693,0,0
-0.4578407526651351,0.22865306299162277,-0.4177392140323567,-0.25216275658006543,0.4605726607308833,-0.22842521334030016,0.4150073059666085,0.2519349069287428,0.4629700558280821,1.8218957949603167,0.011363147275668653,-0.0,-1.5146055405874292,-1.5142528898438101,0,0
0.4941097316834257,-0.2638081534050444,0.37810184259375634,0.3159788582570367,-0.47057189911450725,0.14617020900983954,-0.40163967516267474,-0.19834091386183184,0.5593098799256365,1.6638551940521582,8.408269870082319e-07,0.0,1.5707963267849956,-1.300360201651091,0,0
-0.3950528745686116,0.35368190818693734,-0.35277697977376,-0.3512968131188066,0.3468395417460014,-0.30932201942587023,0.40099031259637014,0.30693692435773945,0.5611935081917179,1.129173353900059,0.14754093619378678,0.0038022630453652807,1.56696492792214,-1.4560483883837207,0,0
-0.2939053012131357,0.40569654813463474,-0.43429640502768463,-0.24566939888149708,0.2511834957943235,-0.3935572700484452,0.4770182104464969,0.23353012079530755,0.728371685983785,1.140206771293062,0.1333871890919337,0.004032236211109692,1.56696492792214,-1.567394979364254,0,0
-0.4938235741497743,0.16440694181344453,-0.2400316118028146,-0.36987575080431706,0.49443610208328664,-0.22267926831317864,0.23941908386930216,0.4281480773040512,0.7886547699926438,1.2383836690385883,0.07001212872351974,-0.12565033061115494,-1.199478052518005,-1.3469683553166514,0,0
-0.45834478431441183,0.22821940416300734,-0.36298671906793756,-0.2349351523402145,0.38523974491393487,-0.32242874682162803,0.43609175846841464,0.3291444949988352,0.5827909177836936,1.372733693427642,0.2809379296239937,0.024994793619232465,-1.2763342821532837,-1.5051015252358813,0,0
-0.5538448290553354,0.07101182759931449,-0.12313531782281954,-0.3711177563500508,0.5074853436753911,-0.16933777085524634,0.16949480320276383,0.4694436996059826,0.8921132352406078,1.2626443494528266,0.2856456221943019,0.2688404816815919,-1.3769978737235606,-1.5707963267875438,0,0
-0.4056974515770984,0.31866740421097967,-0.43375237226067637,-0.29941291955313765,0.40321593083481305,-0.2365666423534237,0.4362338930029617,0.21731215769558168,0.5377213925044846,1.4075618197411792,0.027259012368638227,0.008968369410858823,1.4415213227500314,-1.5053163018681672,0,0
-0.557911082552401,0.06169197662869506,0.07735140560332492,0.4407732887746629,0.49681292343010175,-0.015285528924117046,-0.016253246481025652,-0.487179736479241,0.97873433215938,1.1366135755567068,0.2056089275167909,0.20560892751772075,-1.5707963267886467,-1.5356349448348494,0,0
-0.4158465279206214,0.2565084758454774,-0.4522545931883865,-0.22398778158715726,0.39527298699306584,-0.267491662096025,0.472828134115942,0.23497096783770488,0.4847434767147694,1.76542458736452,0.07751428163107614,0.07751428163116655,1.468940092343487,1.441885555113507,0,0
-0.5055349957329767,0.21317216359337043,0.2319366083698024,0.36784143920653917,0.5003733106516414,-0.1503259130907499,-0.2267749232884671,-0.43068768970915966,0.8032470836663749,1.259701456038947,0.16126670933723666,0.16126670933786352,-1.460812506186552,-1.5302094905422423,0,0
-0.2778096697671467,0.3651772908975498,-0.46848898469749406,-0.2228488114903046,0.2975848057625525,-0.4030484660296855,0.44871384870208836,0.2607199866224404,0.704618840944199,1.193923563651691,0.08970459012222921,0.18799734032399185,1.3002524585055872,1.2120256565281033,0,0
-0.43503045736202023,0.2655731496403566,-0.3968530746956954,-0.2576780923099171,0.38743577411124464,-0.29434173197826563,0.444447757946471,0.28644667464782614,0.5107907513313775,1.5142833522066053,0.17068240003942847,0.006493415228267598,-1.4577433267792503,-1.5281864740943798,0,0
-0.505252793527774,0.19519002845026776,-0.3668100359171818,-0.28164187045383865,0.5368006446020458,-0.16707873498559936,0.3352621848429099,0.2535305769891702,0.5576782888503375,1.947135812220208,0.16426587031688264,-0.058413004765832006,-1.3559243940819747,-1.299112828335949,0,0
-0.37843046967638877,0.3554099342308283,-0.34742389868803925,-0.36472944984027733,0.3561887427731246,-0.3218189546731732,0.36966562559130334,0.3311384702826222,0.538733461272075,1.0388212501842922,0.06366659686238778,0.2035912674370923,1.3493243048770258,1.4426677652602347,0,0
-0.47208687839552194,0.16335788308620838,-0.4594915338127872,-0.16872973848708736,0.47322159412369624,-0.19327568683155033,0.45835681808461287,0.1986475422324293,0.37048834901127026,2.411973576500874,3.710359215137006e-07,-0.0,-1.506576077591484,-1.5707963267916811,0,0
-0.45073563496447594,0.25674883881249844,-0.39723169136194436,-0.2710293264505051,0.4201858181912741,-0.2574466058618515,0.42778150813514615,0.2717270934998582,0.4768208194537719,1.6186213756439125,0.11538354616280531,0.0042552934644942385,-1.4906360537419228,-1.4910687791047348,0,0
-0.3335146788756446,0.35300820541036804,-0.47078103906974894,-0.25194820735209067,0.3267684674956254,-0.31427610049471266,0.47752725044976824,0.21321610243643532,0.6327912387560654,1.4211458011638165,0.05525664778555185,0.15121769014714986,1.274444466523773,1.3671378008208235,0,0
-0.2934216527412065,0.39439422627016346,0.45671087512877934,0.23835973608197752,0.2871775066141419,-0.37710900758152344,-0.45046672900171464,-0.25564495477061744,0.6998904552645016,1.1758571634255637,0.04188444702645054,-0.05898660969547107,1.5660793806512079,-1.5437758776031305,0,0
-0.5368436889144873,0.1316402011241587,-0.17287457166232534,-0.3983667351196825,0.5156229517151529,-0.1554069692776774,0.19409530886165957,0.4221335032732012,0.8635491295371773,1.2827133879828116,0.09377406398553442,0.22347660114259765,-1.531753676831929,-1.5707963267876501,0,0
-0.39675287074553867,0.36363349579464604,-0.37934698588131543,-0.3418936104689993,0.34524230930329486,-0.2796595203893798,0.4308575473235593,0.25791963506373305,0.5839015833739364,1.1730384427778908,0.1826000920771824,0.12384426936184961,1.3859392947803837,-1.542928978399456,0,0
-0.5517785152072209,0.2194158513055264,-0.21017289090923943,-0.40254972592479304,0.447515381530328,-0.1587021080755425,0.31443602458613235,0.34183598269480914,0.7438600954422239,1.342441002246875,0.24239525008436252,0.4149057576930703,1.303094302831706,1.5177487970378378,0,0
-0.38730230453804604,0.25173795705334623,-0.39438183590344095,-0.18176285285928295,0.31979778971352946,-0.4091481284610296,0.4618863507279576,0.3391730242669663,0.6407635964643189,1.144252281937886,0.17131307804282295,-0.4209905742578126,-0.857896576402916,-1.2687368812551627,0,0
-0.36267955400604146,0.262856332987417,-0.48082328164739424,-0.23105292353369178,0.42592499836291425,-0.2974194881914542,0.4175778372905214,0.26561607873772897,0.5105315318976658,1.6104635892821964,0.24961382306471336,0.01098856868279399,1.3980796808524312,1.3214811774112154,0,0
-0.28671364404544986,0.38958751026477834,0.4831821038401493,0.21879599855866638,0.26890706680679116,-0.3774364998368506,-0.46537552660149056,-0.23094700898659404,0.7275664775138456,1.2366726698893795,0.021387112852986476,-0.0,1.4440902394077255,1.5087642143883264,0,0
0.26644172992996096,0.1990560887169224,-0.46047732902178634,0.07425639361167438,-0.45776219970072496,-0.14357133615387663,0.6517977987925504,-0.12974114617472016,0.38109596279086505,3.2463108527689033,0.15756156958601553,-1.4132347572183532,0.0,-0.8519663271631583,0,0
-0.4639304042544508,-0.013305679106746801,0.13123727745914668,-0.453675170745785,0.611135896020215,0.20615785129022168,-0.2784427692249109,0.2608229985623101,0.7681329034310757,1.5046452831583002,0.5756376258812315,0.5100857994662208,1.0525156385577614,1.0185779640515862,0,0
-0.3416113484392711,-0.35317026983980226,-0.49535836007097184,0.2835196096082201,0.3949627437827174,0.2335938388323682,0.44200696472752565,-0.163943178600786,0.5968110156447116,1.472247879314723,0.11915122538701399,0.0,-1.2778362261704732,-1.5707963267914244,0,0
-0.12879591039415603,0.4348229004118233,-0.5624525286944306,-0.1318982159576761,0.15540682534772138,-0.37887328493731265,0.5358416137408654,0.07594860048316543,0.8936777540909011,1.3497594829746515,0.04341338856041755,-1.112693947465755,-0.7799037131914998,-0.6161641705332034,0,0
-0.45394831548887876,0.20565277131359588,0.4040735819984167,0.2916962046635533,0.4596591628351149,-0.2626011273415137,-0.4097844293446528,-0.23474784863563544,0.5064101877348668,1.64822636800215,0.1319718222172721,-0.0,-1.570796326781198,-1.5707963267776552,0,0
-0.38708633919836466,0.24555247792325705,-0.4827880368914564,-0.2136322614900411,0.4236619815945284,-0.27290435228378335,0.44621239449529265,0.2409841358505673,0.481646618917747,1.791856866878892,0.16162135518378695,-0.0,1.4306174835643017,1.3708033701952056,0,0
-0.38680750324022417,0.2443150961551505,0.4759923087911587,0.11414971580423035,0.446147606710088,-0.1545923543933261,-0.5353324122610226,-0.2038724575660547,0.45326315274615736,2.2564765858743034,0.19990263199280195,-0.3165012587814073,-1.215160442481583,-1.4245609046075225,0,0
-0.259062381647197,0.31133315346386187,-0.5230785916841207,-0.19775109422320014,0.3575828754372511,-0.37980504498246526,0.4245580978940667,0.2662229857418036,0.6549479144167099,1.3711247500260682,0.3751212979963209,-0.6834797959216223,-1.161888497839294,-1.2998494764500292,0,0
-0.4913253134879987,0.06596322795524566,-0.49530913099940355,-0.0651462651289486,0.49044002070768644,-0.09509867086284438,0.49619442377971573,0.0942817080365473,0.18777131888416337,5.235513628926973,1.378176168176267e-06,-0.0,-1.5707963267899705,1.5117517371270501,0,0
-0.47781397124262703,0.1468005576622057,-0.4834222315877124,-0.14528254786164047,0.4781390877843711,-0.12986820371879432,0.4830971150459683,0.12835019391822913,0.2823039723136443,3.309055978777836,6.89490753487319e-07,-0.0,1.5355686157192465,-1.5707963267904914,0,0
-0.30686283345717785,0.3772106306891783,-0.4805197786248906,-0.2463985449225099,0.2999607541539444,-0.3260047942598903,0.4874218579281239,0.19519270849322193,0.680671489274525,1.3764510876921094,0.07367669253811392,0.26916749278791047,1.131683670863033,1.2553087385321977,0,0
-0.3596765004849674,0.3419840409482068,-0.44237229363638814,-0.26148646289337446,0.32978482994408487,-0.3182596686022894,0.4722639641772707,0.2377620905474571,0.6038828357482741,1.3853009799008262,0.11466439632403215,-0.10881220481815224,-1.5247762106724772,-1.4735431285372909,0,0
